CASE_NUMBER,JOB_TITLE,SOC_CODE,SOC_TITLE,FULL_TIME_POSITION,BEGIN_DATE,END_DATE,EMPLOYER_NAME,TRADE_NAME_DBA,WORKSITE_ADDRESS1,WORKSITE_CITY,WORKSITE_COUNTY,WORKSITE_STATE,WORKSITE_POSTAL_CODE,WAGE_RATE_OF_PAY_FROM,WAGE_RATE_OF_PAY_TO,WAGE_UNIT_OF_PAY,PW_WAGE_LEVEL,Year,Quarter
I-200-25049-703525,Glide Team Registered Nurse 2 Inpatient,29-1141.00,registered nurses,Y,2025-06-02 00:00:00,2028-06-01 00:00:00,University of Rochester,,"Strong Memorial Hospital, 601 Elmwood Avenue",Rochester,MONROE,NY,14642,44.47,,Hour,II,2025,Q2
I-200-25049-703778,Glide Team Registered Nurse 2 Inpatient,29-1141.00,registered nurses,Y,2025-06-02 00:00:00,2028-06-01 00:00:00,University of Rochester,,"Strong Memorial Hospital, 601 Elmwood Avenue",Rochester,MONROE,NY,14642,42.31,,Hour,II,2025,Q2
I-200-25049-703742,Glide Team Registered Nurse 2 Inpatient,29-1141.00,registered nurses,Y,2025-06-02 00:00:00,2028-06-01 00:00:00,University of Rochester,,"Strong Memorial Hospital, 601 Elmwood Avenue",Rochester,MONROE,NY,14642,46.28,,Hour,II,2025,Q2
I-200-25049-704966,Registered Nurse,29-1141.00,registered nurses,Y,2025-06-01 00:00:00,2028-05-31 00:00:00,Commonwealth Healthcare Corporation,,1178 HINEMLU ST GARAPAN,Saipan,SAIPAN,MP,96950,22.22,32.9,Hour,,2025,Q2
I-200-25049-703373,Glide Team Registered Nurse 2 Inpatient,29-1141.00,registered nurses,Y,2025-06-02 00:00:00,2028-06-01 00:00:00,University of Rochester,,"Strong Memorial Hospital, 601 Elmwood Avenue",Rochester,MONROE,NY,14642,39.46,,Hour,II,2025,Q2
I-200-25049-703152,Med/Surg RN,29-1141.00,registered nurses,Y,2025-06-01 00:00:00,2028-05-31 00:00:00,OhioHealth Corp.,,3535 Olentangy River Rd.,Columbus,FRANKLIN,OH,43214,33.05,49.5,Hour,II,2025,Q2
I-200-25049-703647,Glide Team Registered Nurse 2 Inpatient,29-1141.00,registered nurses,Y,2025-06-02 00:00:00,2028-06-01 00:00:00,University of Rochester,,"Strong Memorial Hospital, 601 Elmwood Avenue",Rochester,MONROE,NY,14642,48.15,,Hour,II,2025,Q2
I-200-25049-703609,Glide Team Registered Nurse 2 Inpatient,29-1141.00,registered nurses,Y,2025-06-02 00:00:00,2028-06-01 00:00:00,University of Rochester,,"Strong Memorial Hospital, 601 Elmwood Avenue",Rochester,MONROE,NY,14642,47.68,,Hour,II,2025,Q2
I-200-25049-703302,RN Inpatient III,29-1141.00,registered nurses,Y,2025-03-24 00:00:00,2028-03-23 00:00:00,UNM Hospital,,3001 Broadmoor Blvd NE,Rio Rancho,SANDOVAL,NM,87144,32.22,45.33,Hour,,2025,Q2
I-200-25050-705219,Psychiatric Registered Nurse (Educational Preceptor),29-1141.00,registered nurses,Y,2025-05-01 00:00:00,2028-04-30 00:00:00,Idaho Healthcare Institute,,2566 SE 109th Avenue,Portland,MULTNOMAH,OR,97266,50,,Hour,I,2025,Q2
I-200-25049-703423,Glide Team Registered Nurse 2 Inpatient,29-1141.00,registered nurses,Y,2025-05-05 00:00:00,2028-05-04 00:00:00,University of Rochester,,"Strong Memorial Hospital, 601 Elmwood Avenue",Rochester,MONROE,NY,14642,39.46,,Hour,II,2025,Q2
I-200-25049-703481,Glide Team Registered Nurse 2 Inpatient,29-1141.00,registered nurses,Y,2025-06-02 00:00:00,2028-06-01 00:00:00,University of Rochester,,"Strong Memorial Hospital, 601 Elmwood Avenue",Rochester,MONROE,NY,14642,44.03,,Hour,II,2025,Q2
I-200-25049-703713,Glide Team Registered Nurse 2 Inpatient,29-1141.00,registered nurses,Y,2025-06-02 00:00:00,2028-06-01 00:00:00,University of Rochester,,"Strong Memorial Hospital, 601 Elmwood Avenue",Rochester,MONROE,NY,14642,40.66,,Hour,II,2025,Q2
I-200-25045-693832,Primary Care Advanced Practice Provider Fellow,29-1141.00,registered nurses,Y,2025-07-18 00:00:00,2028-07-17 00:00:00,The University of Virginia,,1215 Lee Street,Charlottesville,ALBEMARLE,VA,22903,80000,,Year,II,2025,Q2
I-200-25045-693846,Registered Nurse “ Intensive Care Unit,29-1141.00,registered nurses,Y,2025-04-07 00:00:00,2028-04-06 00:00:00,DUBOIS REGIONAL MEDICAL CENTER,PENN HIGHLANDS DUBOIS,100 HOSPITAL AVENUE,DUBOIS,CLEARFIELD,PA,15801,31.33,,Hour,I,2025,Q2
I-200-25045-693888,Registered Nurse “ Emergency Department,29-1141.00,registered nurses,Y,2025-04-07 00:00:00,2028-04-06 00:00:00,J. C. BLAIRE HOSPITAL,PENN HIGHLANDS HUNTINGDON,1225 WARM SPRINGS AVENUE,HUNTINGDON,HUNTINGDON,PA,16652,42.79,,Hour,IV,2025,Q2
I-200-25044-692079,REGISTERED NURSE,29-1141.00,registered nurses,Y,2025-06-01 00:00:00,2027-05-31 00:00:00,TRISTATE HEALTH STAFFERS INC,,117 BOARDWAY,HICKSVILLE,NASSAU,NY,11801,45,50,Hour,I,2025,Q2
I-200-25045-692831,Registered Nurse (Neurology),29-1141.00,registered nurses,Y,2025-03-20 00:00:00,2028-03-19 00:00:00,Kupplin Worldwide LLC,,700 NE 13th St,Oklahoma City,OKLAHOMA,OK,73104,36,,Hour,II,2025,Q2
I-200-25043-685114,Emergency Room Nurse,29-1141.00,registered nurses,Y,2025-04-07 00:00:00,2028-04-06 00:00:00,"Atlas Healthcare, LLC",,3307 Bill Schock Blvd.,Falls City,RICHARDSON,NE,68355,36,,Hour,II,2025,Q2
I-200-25042-683979,"Charge Nurse, Registered Nurse",29-1141.00,registered nurses,Y,2025-02-18 00:00:00,2028-02-17 00:00:00,SMP Health- St. Aloisius Hospital,SMP Health- St. Aloisius,325 Brewster Street E,Harvey,WELLS,ND,58341,33.07,,Hour,II,2025,Q2
I-200-25042-683912,Clinical Support Float RN,29-1141.00,registered nurses,Y,2025-02-11 00:00:00,2028-02-10 00:00:00,"Avant Healthcare Professionals, LLC.",,1906 Belleview Ave SE,Roanoke,ROANOKE,VA,24014,34.97,,Hour,II,2025,Q2
I-200-25042-683916,Registered Nurse III,29-1141.00,registered nurses,Y,2025-02-11 00:00:00,2028-02-10 00:00:00,"Avant Healthcare Professionals, LLC.",,489 State St,Bangor,BANGOR CITY,ME,04401,39.94,,Hour,III,2025,Q2
I-200-25038-677176,OPERATING ROOM NURSE,29-1141.00,registered nurses,Y,2025-03-01 00:00:00,2028-02-29 00:00:00,"McKenzie County Healthcare Systems, Inc",McKenzie Health,709 4th AVENUE NE,WATFORD,MCKENZIE,ND,58854,38.38,,Hour,II,2025,Q2
I-200-25038-676042,Registered Nurse - Intensive Care Unit,29-1141.00,registered nurses,Y,2025-04-07 00:00:00,2028-04-06 00:00:00,"Cumberland County Hospital System, Inc.",Cape Fear Valley Health System,1638 Owen Drive,Fayetteville,CUMBERLAND,NC,28304,46.74,,Hour,II,2025,Q2
I-200-25037-672245,Registered Nurse III,29-1141.00,registered nurses,Y,2025-02-06 00:00:00,2028-02-05 00:00:00,"Avant Healthcare Professionals, LLC.",,489 State St,Bangor,BANGOR CITY,ME,04401-6674,39.94,,Hour,III,2025,Q2
I-200-25037-672244,Registered Nurse III,29-1141.00,registered nurses,Y,2025-02-06 00:00:00,2028-02-05 00:00:00,"Avant Healthcare Professionals, LLC.",,489 State St,Bangor,BANGOR CITY,ME,04401-6674,39.94,,Hour,III,2025,Q2
I-200-25037-672248,Registered Nurse III,29-1141.00,registered nurses,Y,2025-02-06 00:00:00,2028-02-05 00:00:00,"Avant Healthcare Professionals, LLC.",,489 State St,Bangor,BANGOR CITY,ME,04401-6674,39.94,,Hour,III,2025,Q2
I-200-25037-672172,Registered Nurse,29-1141.00,registered nurses,Y,2025-02-07 00:00:00,2028-02-06 00:00:00,Endeavor Health,Elmhurst Memorial Hospital,1200 S York St.,Elmhurst,DUPAGE,IL,60126,39.56,,Hour,I,2025,Q2
I-200-25037-673418,"Registered Nurse, RN - BSN OR/Surgery",29-1141.00,registered nurses,Y,2025-04-28 00:00:00,2028-04-27 00:00:00,Ochsner LSU Health System of North Louisiana,,1541 Kings Hwy.,Shreveport,CADDO,LA,71103,32.35,48.55,Hour,II,2025,Q2
I-200-25036-668602,Registered Nurse III,29-1141.00,registered nurses,Y,2025-02-05 00:00:00,2028-02-04 00:00:00,"Avant Healthcare Professionals, LLC.",,489 State St,Bangor,BANGOR CITY,ME,04401-6674,39.94,,Hour,III,2025,Q2
I-200-25036-667940,Progressive Cardiac Care RN,29-1141.00,registered nurses,Y,2025-04-12 00:00:00,2028-04-11 00:00:00,"COVENANT MEDICAL CENTER, INC.",COVENANT HEALTHCARE,1447 N. Harrison Street,Saginaw,SAGINAW,MI,48602,39.6,,Hour,II,2025,Q2
I-200-25036-668613,Registered Nurse III,29-1141.00,registered nurses,Y,2025-02-05 00:00:00,2028-02-04 00:00:00,"Avant Healthcare Professionals, LLC.",,489 State St,Bangor,BANGOR CITY,ME,04401-6674,39.94,,Hour,III,2025,Q2
I-200-25036-668599,Registered Nurse III,29-1141.00,registered nurses,Y,2025-02-05 00:00:00,2028-02-04 00:00:00,"Avant Healthcare Professionals, LLC.",,489 State St,Bangor,BANGOR CITY,ME,04401-6674,39.94,,Hour,III,2025,Q2
I-200-25036-668603,Registered Nurse III,29-1141.00,registered nurses,Y,2025-02-05 00:00:00,2028-02-04 00:00:00,"Avant Healthcare Professionals, LLC.",,489 State St,Bangor,BANGOR CITY,ME,04401-6674,39.94,,Hour,III,2025,Q2
I-200-25035-665322,Registered Nurse III,29-1141.00,registered nurses,Y,2025-02-04 00:00:00,2028-02-03 00:00:00,"Avant Healthcare Professionals, LLC.",,489 State St,Bangor,BANGOR CITY,ME,04401-6674,39.94,,Hour,III,2025,Q2
I-200-25035-665325,Registered Nurse III,29-1141.00,registered nurses,Y,2025-02-04 00:00:00,2028-02-03 00:00:00,"Avant Healthcare Professionals, LLC.",,489 State St,Bangor,BANGOR CITY,ME,04401-6674,39.94,,Hour,III,2025,Q2
I-200-25035-663186,Registered Nurse IV,29-1141.00,registered nurses,Y,2025-03-10 00:00:00,2028-03-09 00:00:00,Rochester General Hospital,,1425 Portland Avenue,Rochester,MONROE,NY,14621,42.12,46.54,Hour,,2025,Q2
I-200-25034-661658,Registered Nurse - Intensive Care Unit,29-1141.00,registered nurses,Y,2025-04-07 00:00:00,2028-04-06 00:00:00,"Cumberland County Hospital System, Inc.",Cape Fear Valley Health System,1638 Owen Drive,Fayetteville,CUMBERLAND,NC,28304,41.53,,Hour,II,2025,Q2
I-200-25034-661976,Registered Nurse III,29-1141.00,registered nurses,Y,2025-02-03 00:00:00,2028-02-02 00:00:00,"Avant Healthcare Professionals, LLC.",,489 State St,Bangor,BANGOR CITY,ME,04401-6674,39.94,,Hour,III,2025,Q2
I-200-25034-661977,Registered Nurse III,29-1141.00,registered nurses,Y,2025-02-03 00:00:00,2028-02-02 00:00:00,"Avant Healthcare Professionals, LLC.",,489 State St,Bangor,BANGOR CITY,ME,04401-6674,39.94,,Hour,III,2025,Q2
I-200-25034-661625,Registered Nurse - Intensive Care Unit,29-1141.00,registered nurses,Y,2025-04-07 00:00:00,2028-04-06 00:00:00,"Cumberland County Hospital System, Inc.",Cape Fear Valley Health System,1638 Owen Drive,Fayetteville,CUMBERLAND,NC,28304,41.53,,Hour,II,2025,Q2
I-200-25034-661984,Registered Nurse III,29-1141.00,registered nurses,Y,2025-02-03 00:00:00,2028-02-02 00:00:00,"Avant Healthcare Professionals, LLC.",,489 State St,Bangor,BANGOR CITY,ME,04401-6674,39.94,,Hour,III,2025,Q2
I-200-25034-661983,Registered Nurse III,29-1141.00,registered nurses,Y,2025-02-03 00:00:00,2028-02-02 00:00:00,"Avant Healthcare Professionals, LLC.",,489 State St,Bangor,BANGOR CITY,ME,04401-6674,39.94,,Hour,III,2025,Q2
I-200-25034-660369,Registered Nurse,29-1141.00,registered nurses,Y,2025-03-01 00:00:00,2028-02-29 00:00:00,StaffCo of Brooklyn LLC,Southampton PEO,400 Pantigo Rd,East Hampton,SUFFOLK,NY,11937,52.02,63.21,Hour,,2025,Q2
I-200-25034-661975,Registered Nurse III,29-1141.00,registered nurses,Y,2025-02-03 00:00:00,2028-02-02 00:00:00,"Avant Healthcare Professionals, LLC.",,489 State St,Bangor,BANGOR CITY,ME,04401-6674,39.94,,Hour,III,2025,Q2
I-200-25031-656685,Registered Nurse III,29-1141.00,registered nurses,Y,2025-01-31 00:00:00,2028-01-30 00:00:00,"Avant Healthcare Professionals, LLC.",,489 State St,Bangor,BANGOR CITY,ME,04401-6674,39.94,,Hour,III,2025,Q2
I-200-25031-656686,Registered Nurse III,29-1141.00,registered nurses,Y,2025-01-31 00:00:00,2028-01-30 00:00:00,"Avant Healthcare Professionals, LLC.",,489 State St,Bangor,BANGOR CITY,ME,04401-6674,39.94,,Hour,III,2025,Q2
I-200-25031-656689,Registered Nurse III,29-1141.00,registered nurses,Y,2025-01-31 00:00:00,2028-01-30 00:00:00,"Avant Healthcare Professionals, LLC.",,489 State St,Bangor,BANGOR CITY,ME,04401-6674,39.94,,Hour,III,2025,Q2
I-200-25031-656681,Registered Nurse III,29-1141.00,registered nurses,Y,2025-01-31 00:00:00,2028-01-30 00:00:00,"Avant Healthcare Professionals, LLC.",,489 State St,Bangor,BANGOR CITY,ME,04401-6674,39.94,,Hour,III,2025,Q2
I-200-25031-656684,Registered Nurse III,29-1141.00,registered nurses,Y,2025-01-31 00:00:00,2028-01-30 00:00:00,"Avant Healthcare Professionals, LLC.",,489 State St,Bangor,BANGOR CITY,ME,04401-6674,39.94,,Hour,III,2025,Q2
I-200-25030-655188,Registered Nurse III,29-1141.00,registered nurses,Y,2025-01-30 00:00:00,2028-01-29 00:00:00,"Avant Healthcare Professionals, LLC.",,489 State St,Bangor,BANGOR CITY,ME,04401-6674,39.94,,Hour,III,2025,Q2
I-200-25030-655185,Registered Nurse III,29-1141.00,registered nurses,Y,2025-01-30 00:00:00,2028-01-29 00:00:00,"Avant Healthcare Professionals, LLC.",,489 State St,Bangor,BANGOR CITY,ME,04401-6674,39.94,,Hour,III,2025,Q2
I-200-25030-655183,Registered Nurse III,29-1141.00,registered nurses,Y,2025-01-30 00:00:00,2028-01-29 00:00:00,"Avant Healthcare Professionals, LLC.",,489 State St,Bangor,BANGOR CITY,ME,04401-6674,39.94,,Hour,III,2025,Q2
I-200-25030-655186,Registered Nurse III,29-1141.00,registered nurses,Y,2025-01-30 00:00:00,2028-01-29 00:00:00,"Avant Healthcare Professionals, LLC.",,489 State St,Bangor,BANGOR CITY,ME,04401-6674,39.94,,Hour,III,2025,Q2
I-200-25029-650480,"Registered Nurse, Staff RN - BSN MedSurg/Tele/SD",29-1141.00,registered nurses,Y,2025-07-01 00:00:00,2028-06-30 00:00:00,Ochsner Clinic Foundation,,1514 Jefferson Hwy.,New Orleans,JEFFERSON,LA,70121,32.4,48.6,Hour,II,2025,Q2
I-200-25029-651471,Registered Nurse III,29-1141.00,registered nurses,Y,2025-01-29 00:00:00,2028-01-28 00:00:00,"Avant Healthcare Professionals, LLC.",,489 State St,Bangor,BANGOR CITY,ME,04401-6674,39.94,,Hour,III,2025,Q2
I-200-25029-651470,Registered Nurse III,29-1141.00,registered nurses,Y,2025-01-29 00:00:00,2028-01-28 00:00:00,"Avant Healthcare Professionals, LLC.",,489 State St,Bangor,BANGOR CITY,ME,04401-6674,39.94,,Hour,III,2025,Q2
I-200-25029-652348,Quality Assurance Registered Nurse,29-1141.00,registered nurses,Y,2025-02-10 00:00:00,2028-02-09 00:00:00,Light Beam Hospice Inc.,,120 N. Victory Blvd.,Burbank,LOS ANGELES,CA,91502,47,50,Hour,II,2025,Q2
I-200-25028-649151,RN-Resource Team,29-1141.00,registered nurses,Y,2025-02-04 00:00:00,2028-02-03 00:00:00,"Insight Global, LLC",,400 Rosalind Redfern Grover Pkwy,Midland,MIDLAND,TX,79701,41.49,,Hour,III,2025,Q2
I-200-25028-648504,Registered Nurse III,29-1141.00,registered nurses,Y,2025-01-28 00:00:00,2028-01-27 00:00:00,"Avant Healthcare Professionals, LLC.",,489 State St,Bangor,BANGOR CITY,ME,04401-6674,39.94,,Hour,III,2025,Q2
I-200-25028-648499,Registered Nurse III,29-1141.00,registered nurses,Y,2025-01-28 00:00:00,2028-01-27 00:00:00,"Avant Healthcare Professionals, LLC.",,489 State St,Bangor,BANGOR CITY,ME,04401-6674,39.94,,Hour,III,2025,Q2
I-200-25028-648501,Registered Nurse III,29-1141.00,registered nurses,Y,2025-01-28 00:00:00,2028-01-27 00:00:00,"Avant Healthcare Professionals, LLC.",,489 State St,Bangor,BANGOR CITY,ME,04401-6674,39.94,,Hour,III,2025,Q2
I-200-25027-643873,Registered Nurse IV,29-1141.00,registered nurses,Y,2025-03-03 00:00:00,2028-03-02 00:00:00,The Unity Hospital of Rochester,,1555 Long Pond Road,Rochester,MONROE,NY,14626,46.54,,Hour,III,2025,Q2
I-200-25027-645341,Nursing Education Specialist,29-1141.00,registered nurses,Y,2025-02-17 00:00:00,2028-02-16 00:00:00,Henry Ford Health System,Henry Ford Health,2799 W. Grand Blvd.,Detroit,WAYNE,MI,48202,55.47,,Hour,III,2025,Q2
I-200-25027-643840,Registered Nurse Float Pool,29-1141.00,registered nurses,Y,2025-02-01 00:00:00,2028-01-31 00:00:00,"Monument Health Rapid City Hospital, Inc.",,353 Fairmont Boulevard,Rapid City,PENNINGTON,SD,57701,30.38,,Hour,II,2025,Q2
I-200-25027-643867,Registered Nurse IV,29-1141.00,registered nurses,Y,2025-03-03 00:00:00,2028-03-02 00:00:00,The Unity Hospital of Rochester,,1555 Long Pond Road,Rochester,MONROE,NY,14626,43.42,,Hour,III,2025,Q2
I-200-25027-645364,Registered Nurse III,29-1141.00,registered nurses,Y,2025-01-27 00:00:00,2028-01-26 00:00:00,"Avant Healthcare Professionals, LLC.",,489 State St,Bangor,BANGOR CITY,ME,04401-6674,39.94,,Hour,III,2025,Q2
I-200-25027-644743,Registered Nurse IV,29-1141.00,registered nurses,Y,2025-03-03 00:00:00,2028-03-02 00:00:00,Rochester General Hospital,,1425 Portland Avenue,Rochester,MONROE,NY,14621,39.52,45.5,Hour,,2025,Q2
I-200-25027-645363,Registered Nurse III,29-1141.00,registered nurses,Y,2025-01-27 00:00:00,2028-01-26 00:00:00,"Avant Healthcare Professionals, LLC.",,489 State St,Bangor,BANGOR CITY,ME,04401-6674,39.94,,Hour,III,2025,Q2
I-200-25027-645354,Registered Nurse III,29-1141.00,registered nurses,Y,2025-01-27 00:00:00,2028-01-26 00:00:00,"Avant Healthcare Professionals, LLC.",,489 State St,Bangor,BANGOR CITY,ME,04401-6674,39.94,,Hour,III,2025,Q2
I-200-25027-644955,Nurse Manager,29-1141.00,registered nurses,Y,2025-03-01 00:00:00,2028-02-28 00:00:00,"North Central Texas Community Health Care Center, Inc.",,1620 W. Virginia Street,McKinney,COLLIN,TX,75069,75000,,Year,I,2025,Q2
I-200-25027-644745,Case Manager - RN,29-1141.00,registered nurses,Y,2025-03-09 00:00:00,2028-03-08 00:00:00,Henry Ford Health System,Henry Ford Health,2799 W. Grand Blvd.,Detroit,WAYNE,MI,48202,85363.2,,Year,III,2025,Q2
I-200-25026-643164,Emergency Room Nurse Supervisor,29-1141.00,registered nurses,Y,2025-05-16 00:00:00,2028-05-15 00:00:00,Navajo Health Foundation Sage Memorial Hospital,,SR 264 & HWY 191,Ganada,APACHE,AZ,86505,38.84,,Hour,II,2025,Q2
I-200-25024-641987,Emergency Room Nurse,29-1141.00,registered nurses,Y,2025-03-03 00:00:00,2028-03-02 00:00:00,"Atlas Healthcare, LLC",,4600 38th Street,Columbus,PLATTE,NE,68602,36,,Hour,II,2025,Q2
I-200-25024-641963,Operating Room Nurse,29-1141.00,registered nurses,Y,2025-03-03 00:00:00,2028-03-02 00:00:00,"Atlas Healthcare, LLC",,4600 38th Street,Columbus,PLATTE,NE,35210,36,,Hour,II,2025,Q2
I-200-25024-641930,Cardiovascular Nurse,29-1141.00,registered nurses,Y,2025-03-03 00:00:00,2028-03-02 00:00:00,"Atlas Healthcare, LLC",,4600 38th Street,Columbus,PLATTE,NE,68602,36,,Hour,II,2025,Q2
I-200-25024-640487,Registered Nurse III,29-1141.00,registered nurses,Y,2025-01-24 00:00:00,2028-01-23 00:00:00,"Avant Healthcare Professionals, LLC.",,489 State St,Bangor,BANGOR CITY,ME,04401-6674,39.94,,Hour,III,2025,Q2
I-200-25024-641663,Advanced Registrered Nurse - Step 8,29-1141.00,registered nurses,Y,2025-02-17 00:00:00,2028-02-16 00:00:00,Grant County Public Hospital District No. 1,Samaritan Healthcare,Samaritan Healthcare,Moses Lake,GRANT,WA,98837,51.65,,Hour,III,2025,Q2
I-200-25024-642007,Labor and Delivery Nurse,29-1141.00,registered nurses,Y,2025-03-03 00:00:00,2028-03-02 00:00:00,"Atlas Healthcare, LLC",,4600 38th Street,Columbus,PLATTE,NE,68602,36,,Hour,II,2025,Q2
I-200-25024-642068,Oncology Nurse,29-1141.00,registered nurses,Y,2025-03-03 00:00:00,2028-03-02 00:00:00,"Atlas Healthcare, LLC",,4600 38th Street,Columbus,PLATTE,NE,68602,36,,Hour,II,2025,Q2
I-200-25024-641731,Registered Nurse III,29-1141.00,registered nurses,Y,2025-01-24 00:00:00,2028-01-23 00:00:00,"Avant Healthcare Professionals, LLC.",,489 State St,Bangor,BANGOR CITY,ME,04401-6674,39.94,,Hour,III,2025,Q2
I-200-25023-637722,Charge Nurse,29-1141.00,registered nurses,Y,2025-07-01 00:00:00,2028-06-30 00:00:00,Care Plus ER Richmond LLC,Care Plus Emergency Room,8111 W Grand Pkwy S,Richmond,FORT BEND,TX,77407,83658,,Year,II,2025,Q2
I-200-25023-638102,Staff RN,29-1141.00,registered nurses,N,2025-02-11 00:00:00,2028-02-10 00:00:00,San Francisco Health Care and Rehab Inc,San Francisco Health ,1477 Grove Street,San Francisco,SAN FRANCISCO,CA,94117,61,,Hour,I,2025,Q2
I-200-25022-634313,Glide Team Registered Nurse 2 Inpatient,29-1141.00,registered nurses,Y,2025-04-21 00:00:00,2028-04-20 00:00:00,University of Rochester,,Strong Memorial Hospital,Rochester,MONROE,NY,14642,44.91,,Hour,II,2025,Q2
I-200-25023-636161,Registered Nurse,29-1141.00,registered nurses,Y,2025-03-17 00:00:00,2028-03-16 00:00:00,Auburn Community Hospital,,17 Lansing St,Auburn,CAYUGA,NY,13021,45,52,Hour,III,2025,Q2
I-200-25022-635161,Psychiatric Services Registered Nurse,29-1141.00,registered nurses,Y,2025-04-07 00:00:00,2028-04-06 00:00:00,"The Rutland Hospital, Inc.",Rutland Regional Medical Center,160 Allen Street,Rutland,RUTLAND,VT,05701,51.11,,Hour,,2025,Q2
I-200-25021-631856,"RN Clinician III, Critical Care",29-1141.00,registered nurses,Y,2025-06-26 00:00:00,2028-06-25 00:00:00,"EMORY HEALTHCARE, INC.",,1364 Clifton Rd NE,Atlanta,DEKALB,GA,30322,47.52,,Hour,II,2025,Q2
I-200-25021-631037,Registered Nurse Float Pool,29-1141.00,registered nurses,Y,2025-01-21 00:00:00,2028-01-20 00:00:00,"Avant Healthcare Professionals, LLC.",,353 Fairmont Blvd,Rapid City,PENNINGTON,SD,57701-7393,32,,Hour,II,2025,Q2
I-200-25021-630750,Registered Nurse III,29-1141.00,registered nurses,Y,2025-01-21 00:00:00,2028-01-20 00:00:00,"Avant Healthcare Professionals, LLC.",,489 State St,Bangor,BANGOR CITY,ME,04401-6674,39.94,,Hour,III,2025,Q2
I-200-25017-625907,Registered Nurse III,29-1141.00,registered nurses,Y,2025-01-17 00:00:00,2028-01-16 00:00:00,"Avant Healthcare Professionals, LLC.",,489 State St,Bangor,BANGOR CITY,ME,04401-6674,39.94,,Hour,III,2025,Q2
I-200-25017-626988,Registered Nurse IV,29-1141.00,registered nurses,Y,2025-02-17 00:00:00,2028-02-16 00:00:00,Rochester General Hospital,,1425 Portland Avenue,Rochester,MONROE,NY,14621,44.46,50.96,Hour,,2025,Q2
I-200-25017-627598,GERIATRIC NURSE - RESIDENT CARE MANAGER,29-1141.00,registered nurses,Y,2025-04-01 00:00:00,2028-03-31 00:00:00,Kin On Health Care Center,,4416 S. Brandon Street,Seattle,KING,WA,98188,55.31,60,Hour,III,2025,Q2
I-200-25017-626766,Registered Nurse - Intensive Care Unit,29-1141.00,registered nurses,Y,2025-03-03 00:00:00,2028-03-02 00:00:00,"Cumberland County Hospital System, Inc.",Cape Fear Valley Health System,1638 Owen Drive,Fayetteville,CUMBERLAND,NC,28304,32.5,,Hour,II,2025,Q2
I-200-25016-623703,Emergency Nurse,29-1141.00,registered nurses,Y,2025-02-14 00:00:00,2028-02-13 00:00:00,Nelson County Health System,,200 North Main Street,McVille,NELSON,ND,58254,34,,Hour,II,2025,Q2
I-200-25016-624330,Registered Nurse Float Pool,29-1141.00,registered nurses,Y,2025-01-16 00:00:00,2028-01-15 00:00:00,"Avant Healthcare Professionals, LLC.",,353 Fairmont Blvd,Rapid City,PENNINGTON,SD,57701-7393,32,,Hour,II,2025,Q2
I-200-25016-624334,Registered Nurse Float Pool,29-1141.00,registered nurses,Y,2025-01-16 00:00:00,2028-01-15 00:00:00,"Avant Healthcare Professionals, LLC.",,353 Fairmont Blvd,Rapid City,PENNINGTON,SD,57701-7393,32,,Hour,II,2025,Q2
I-200-25015-619466,Registered Nurse III,29-1141.00,registered nurses,Y,2025-01-15 00:00:00,2028-01-14 00:00:00,"Avant Healthcare Professionals, LLC.",,489 State St,Bangor,BANGOR CITY,ME,04401-6674,39.94,,Hour,III,2025,Q2
I-200-25015-619996,"Registered Nurse, Staff RN - BSN MedSurg/Tele/SD",29-1141.00,registered nurses,Y,2025-06-24 00:00:00,2028-06-23 00:00:00,Ochsner Clinic Foundation,,1514 Jefferson Hwy.,New Orleans,JEFFERSON,LA,70121,32.4,48.6,Hour,II,2025,Q2
